n,a_num,a_den,b_n,lcm_1_n,d_n,d_n_a_n,d_n_b_n,gcd,d_over_den_a,gcd_num_a_b,log_gcd_over_n
176,605424239116366817049691589012044382775288359055414602760108255212251796136352120455114126939531297287840621547708589719386015005923277314103908721822193919949973912804735393887097586005629370849315890542825512429396402725144753861617246565345045284115901881343704224423286256966471183325652062367610933602357225399081158009276918341455240195421380799147490409646167815398441127426927966057902142326764381380966875968053971141943947382321097802065534772823987409038588017042473139435564681,17982290762475119398599056545770835240785490117596511747428090573351357689457167208932104887918167591256033118137014155904104580045930960474430902196329880654460717278537463657989194379376379311534201152680627587891200000000,28008494285443660060417933015284060997429373995236370088444733635019001873413082991494020916879288537485769372799494418901657239222269801141229521701071973991874401375394364691729862985633078426579274820782699027577836578889816804980655268113201357626035513194015825,7203880527456061926730046032397876988312400372513092634469173493103827472000,373851824951857732296874385586575664655930339544831479229030003019974726363814506273698460619818704222212928526068524301246334219154904668263418456661698218806238312220793869449595351147234925886796041964230247552258048000000000,12586769931229266126463088135560402717898244984762069591382650625862714841674760584261822699072855670614206521976861580266035251973144935360220262326683411595759957647210448838912758813057034619957277364385342403407151212655759432783022556093523491456769600113135610825760121282332935901340306376622631309593006716046897275012867132318854443662810506814276325616543828882133591039205832414343785538973431488910301351375842060041014666078455623304942467927010698233912244874313016568865389717990,10471026702766790818415561871158364958154016724264178496198475539965479777571104377353960272618179288515866941956456577465490659836440633339500216566985022571904268235425242971005239676834343867507746239514377011210306100878720362120569560788524461378796482703226970450114881001005844150603717162478022215935035039318805862240293224925917277371578146652065671968136835589151277076616074942510921186592578521145774798136301508162172462389916742337182222145404812690749356864199795609600000000000,20790,20790,1,0.056489928300295783
177,3289166009460982164676390474021577733120617881246184261651130231861841658102827939604056146291244711134202075356897261512289705822550590230452041503228146122609471457691333696256392700775691969480372938408076432904286759449496870290562010977678485315921861220697090779656023752743634964160399023454213294943578843539929408178670311473246486895207946526042221397648484840486622447408330355914408751619684697326706597230380168186122225915531489710198522935080099236204561610826077562474400063,2900369477818567644935331700930779877546046793160727701198079124734089949912446324021307239986801224396134373893066799339371706459021122657166274547795142041042051173957655428707934577318770856699064702045262514176000000000,943425130432166242727566639857814909159739204259392993754364531736958493535714289670813925308374037779286037603534054123007586220107718319489884695334212548574418456936218883657569264031941383982314668444644910991115325566999229068321354905420307292577641640270002645,7203880527456061926730046032397876988312400372513092634469173493103827472000,373851824951857732296874385586575664655930339544831479229030003019974726363814506273698460619818704222212928526068524301246334219154904668263418456661698218806238312220793869449595351147234925886796041964230247552258048000000000,423966920287501679062457379320433326643781403656870658958307384626527666046138315759083629144648860775776379109353343214411118501115125979524807245683101578912115651953497530780056506344585143482081111014924236048496754719521247586712862091000801400251696067625413607316102149681149059610347113325201185291637425774609820855414245808278525667818513891313790253714094398969044660226038966216655459266274118116017826969801542918854782676060177960665169209285954631348295582512259745647825219320574,352701206717509763359972218986002640601546066465368615457042206235017446923140647640827859699579573300727597337086797768676716849503470412182368815301769410149862540044643782061432755974429396792550111503619161422143948874360450847588200739010832438985312760395762449048495422902483182734314508838181332552283670347275351768828371520946990580045535782906313664583543329945925870332994803422881841093276475072187615275183034402973634094038529197110142215245332079651502778033168682536960000000000,128898,128898,1,0.066478964253689848
178,11261235865800108788550286430441031182372912542014537023231018412362747306531912350891888934668152975706790084654485372000777630719137762401629612035850483858174263433418024811928002291481852274361539906722254597470147645681043603451708872631097447236662423046029763384014863966266459383032201377400777322642975067522852252151791656894343373811099094910337024201773595334221107219005659395520334041316377583098603670661337300158477834210049189835157120938644113888580175469413652375343052869,294791651843854416370476336815915331816155575698303471269312960218874716220609298507083686687183075266492346198967445178755812787638212466793949216333276732040339627517007600950642530809448841172691822175092255539200000000,31779411263964868559723802084991878222384033285780531320498168408049514067450938943592356319709988101772415226468781908518300593553222568771640995022584931151843396718941221242655027831155160576136306527100252940227816075028878307798957695944676500944686395403591938425,7203880527456061926730046032397876988312400372513092634469173493103827472000,373851824951857732296874385586575664655930339544831479229030003019974726363814506273698460619818704222212928526068524301246334219154904668263418456661698218806238312220793869449595351147234925886796041964230247552258048000000000,14281386712649039964551587748221011335173503956657415707491345240374312506670705924277584628056804922261594117457971803917666183501703318900122657687745225124098019143626404886238973226034370235822561294306096057965666542776242687461422675182031471611062918282744485625973810333379461124967607464805891792802594550881805997656380661356837323233497761174340310722447255866905865964070787188804932427857016887109818189096001350687980004566842282057047909203179078792358492728555699805886306217937110,11880790896928889922420342653918693797469580498388135262590534406101958374074657984571195224826482270728003909421592684794771127312716067683999299647562422061535208928754413056999543192260184838844947615763821810023337093449393905942899375094081808621700980536408196779546105278927231096202351123009760996382636834962754900230142409601080478208711742545730258292151386168258610069294775450800802712627120285669585192965136918703531924943310579088995828050678080533559597490397078126694400000000000,1268190,1268190,1,0.078950006994524549
179,34926115783352956944802466405744588915930559204570286163347080454373275965500594411869120481579224179962603808697261858910549277839912079394877500619480339563497342264094882380193867576427265151878800410447459158427598465995866202330287446672994565339520772136371135852545999862883246951776872519836689218908558489914132098015215572673888677309837835553025982700587658461922984758442136745637069113150144400134781714037203023243862222266952116461376066335774491520842675292800127985213778644808441641,27140666715621918109589924834253883268171424238306805286574336200230105910340415769186697240991498788070206770458638061028655594214749902346437383203104321416545809414623625862828444237531090511640856238108988934028507136000000000,1070544564001251175468370219219252155301239266596448220869210511801141898697790605448201708542038430482747826994843591654274389431772007569463212150999043601545071105911454573365990975680163393175480013036902738599794112490388947138880278080880217159212684161286608417365,1289494614414635084884678239799219980907919666679843581569982055265585117488000,2144166951867562774493823241755725285952078857674714231249945708490578827128713526597287455432810387255122475279773324097385849254153671785173246147811647600549952035374095690415172751653431212600650924523086343766120120758272000000000,2759232999116450304553284450986634013536346038279461747476746050056397547826477959726484256285721868665405626094701081377651214047908734096354112303940185786195417033548023897800075926272906801528728990026170168434097134010605421716497368862059916650952820040317592474622839081167502275684276482812138121672213937820196264007398060672382553284831808684360158685311826193808839641886445687178819734077087707899448024972367113242311603283533751104681631992658856379129613033481795711087858940497156506522282,2295426274632951705253387166181712891256418604002541372497469795790598347410297469113737451036094235722370848369163368581121093404315593788252067124373412203165757097171104764209581127545223726946318248500251937760099917392199703469199013692934199420041797220033139380946596340464099764061827126857139704113020891749497048912152905210891855484322983000218523585225366314280917003015055294889602578048175436626292838787336762005908755060204991407163141348939784825183788089991785646803021652193280000000000,79002,79002,1,0.063001276243488266
180,894217270428824004900946935477066795843838353003395719046979488350899332095365055775014740526472985647156974209309347339570770964224400828599123166810330001053166243101549591292715726997190152722737437329035048133638887728379360868538403873426390382768246011286029082036028210729706981254557214151954317424559769548825652826869200347926898040972904033366927765259742507334631408077184271771280870602339218750626790912037391552563016444562157348833396186425208471124597975585254894601964669722831909263,20626906703872657763288342874032951283810282421113172017796495512174880491858715984581889903153539078933357145548564926381778251603209925783292411234359284276574815155113955655749617620523628788847050740962831589861665423360000000,36064832727394272069290929400616795840931800690725419120188421791265459222828421150437252890634686974307916846425714382642026610271418051911579898566740192238719822173986111350071796834529347479572480723395345279734503416325673120794820422859724118262712287126262761147625,1289494614414635084884678239799219980907919666679843581569982055265585117488000,2144166951867562774493823241755725285952078857674714231249945708490578827128713526597287455432810387255122475279773324097385849254153671785173246147811647600549952035374095690415172751653431212600650924523086343766120120758272000000000,92953885261076255309453433942841093427966996794702984994933517814075985571313197547812782277726866858021967469057706655948381641731126466132878853189933803609476630970406080014877799821357916375528556610353193253491762379365034562284567082642673280288759172873182723077645132505353040701411222411095651296282988044600426611353053376167001051359133374268492141198750233637434934869623305050624646499113161789127654915306286851888925559412236256411231533578900420573401959562087246293874227417688376967888850,77329022458710496860309805903841346525294436437497259564491883016524107491466661268851383927444082385372669826956920937127396981299653822481935196711723068355406029407610406444222185811635450230004515563247061039385065338638229433328219761404632444017056677929578259456022828891476016324631199890478611998119199358465030751974462346853367627063975139751613714204042737075196312529476463616704673762568693897937536039396884359836259054848692558164488824091486688667079183243897491130319135931904000000000000,103950,103950,1,0.064175918296034223
181,34189417297982585324431683616650815705522162827225627172047145400238364054660930862019423336531859790171227915170365143177997393477702955795737369743920555349162013976254499887577484731288897463284255117232453667213607848406364886450646649855239892019943103847468439252160467647026765754289602865773614107366309636136432418619270159543973569218774012313079583949679146558934616283542815583081406883797861639226686551066056759460667850105711024474518039230322742668898550974220772465160856013972467999232967,23409036245957618663720417523868139058107649357713692201718776860260169956492783613613512041380970329464758685856898169402490363911936771009405957107223130469944693012957049286905338438036632171867310910577546785549837663000985600000,1215019192400184964490209893818993060455134534312963497427295999822171435498096325226482485951030801706764130192114602851143697926874767374679516345542808952539000818187649939034056078964657110516496815882960620868854207284365049013267768405792412050788865735314252804128125,233398525209048950364126761403658816544333459669051688264166752003070906265328000,12714354685334113553989777923391836212846766037586917640326284315410633384957044875918525913265608498532577201687958350606556863142174447885084989785770787054532673132191225553378156887562168852037796413832450539170056890985276567552000000000,18569597374454638914880169099943203228777675615275793110191721493753714754693469662233652066724743661608863015810738160909268531796737736282202050331000830531649669818545398750813975585096337657086381219054738344243314949773622516470696158094062675901846872494834198759869371197221558768327662038512698549257303207884096733308347120367014374418523393580210653876948794563086548819973090427275356483107365823402533499987829235762517810271603253694309134680008456549757222852949552580761885884358988803518394655171250,15448184961664162478671274369588950799375017863222502679111708896238861281707689971225854888175105323642437725520716739592420629969425359401440404563883251768965910037111753850262842383850846434857012887464804410690005423458104214506978363524428813995570378227261943156303559818898241695348702713565886214041735679475437500147427471430928585034543109634191163834612554799480565327767408026625078259960167622980599057008452735505797713470860252935840056082163673384411172217543811402994653946199976025600000000000000,543138750,543138750,1,0.11112085839844846
182,6018621515746810404671536465790853542523007037661297384784903369609231585541279998864397379960025654456739892423711481762723957873560366958240356756570794729473318202388278327114711639165013265927304942488950765770011743045989679078434641611037330224852094493682246777385039636509362942492893549836205930041075580722950033797104543922319140541123240260964923151271413248099428962577402278772417194308314405377093498338636178963441335379726719804652240666503041577212312869681578251368676597655287078083780553779,122312214385128557517939181562211026578612467894054041753980609094859388022674794381130600416215569971453364133602292935128012151439869628524146125885240856705461020992700582524080393338741403098006699507767681954497901789180149760000000,40935695890167915833248547072566426402567094610405448429670747960699924540787500039401302572590734750112574716999153069181157637957419891165675666865973871750506576203962653361556069622185357746388833535561040822880063323530719238118097277840957857421119520201394659553181625,233398525209048950364126761403658816544333459669051688264166752003070906265328000,12714354685334113553989777923391836212846766037586917640326284315410633384957044875918525913265608498532577201687958350606556863142174447885084989785770787054532673132191225553378156887562168852037796413832450539170056890985276567552000000000,625635706561880941565606215618959225745266581564891863148390705270879623317016055881954107646844666780778111817444808529235155420956600145309085084845534112128751427138261532103574274891203128993143348771726432101792720689630627140203280995467330476873375222618269552509174870215148277872136284505473606427769806616150656013209017340725074659249760825127303761574663407139935640659920966878392767348349282438948869152301230803249726812722592523693600417282991171951219922803400059229773932326267091766808988565327050,520470956838568856950058091437949730002211435393589480827804373813160334155209491122076968400406733585924096948694596788263558706062358823790736500577139862102248598278837591935707353914171007063111716525316121859182820958964044120620296779424231280524651621170945917552878267390036008510590303751542570013888544721142963556474080705555702168023678026784734375382450059375228339299637382214700576154670708702901454098980400930243619662055175457635717159844826155756154102784868819543985680508647480837632000000000000,103950,103950,1,0.06347068842464923
183,14636227436884730246863381750389473654159886661301212023998236060358145826464153290436058076136650527046504621754366907102274038666239329306774484855138702607431658151255303376041649239474186601041221270345225795341940473091275037706522407169507637331960101063913473604392150180828608982093635404752381198637820770216515850995571064193240771019896516419978814387023650182129271858197154260348577886590152475340820539357088309306440197134833213239511822110705310802923507997134272389367594029556860379848024937,8828019804051140925148984594890727288243411612706895832116969259823846122170681658688603422317976901584508418159674697591339743878734725985142268198140805247597330999112275894917386744044850458174427968803152793540086740467712000000,1379243112472961396605816675146150299004746219239381064366461953100677564507097909343401413565864976319867827532109293472466568849739850082604649679497628778544504208503213773941421125752526760119351695166033774713715616680254157487819409884519325273205986115827075608742493125,233398525209048950364126761403658816544333459669051688264166752003070906265328000,12714354685334113553989777923391836212846766037586917640326284315410633384957044875918525913265608498532577201687958350606556863142174447885084989785770787054532673132191225553378156887562168852037796413832450539170056890985276567552000000000,21079493591799043610431869424063618069878144626517526014989913526060446378747444717063175223834578812779237973501582026106913607454671537089340222693083062024869126582122509629192180369632499214404445246830811097854385737223946046549711073541120268368606233465002176327201294376521790235606015761489158904665852353881814528660761075962604624233865255128125932902883507386770040352833677438207616371014547176640802778141776063719563772408958717912605702900990305338089815883065701004089819188305095743502476372946933250,17536186129285402486883572474263371186242948850225702027418650513388878175427717095409871362643997417946942408503388910586631683515211133225506350910701376928209905974007516857027013886309825999470474498883357336562695640104033903771720274946391433851724931577241580156394215789082998370345735181360523546925206930284030449676094761332098993061630406829844106491507002664817943326033160025741421762831396445569995044058492440055845957861645407670986911328544806257357536929733029789119324051665799246958080000000000000,1440227250,1440227250,1,0.11523533743488108
184,6832721498921498002193175479982939315523379416374009546527603171498309825886008770498680359294368360439483723321478693885872369851792099810972930370573314741665989418230487975459889223646575806832983359733952188210367399692898739569927084592310800572723675367058329629510535513535248930213319699116977228024278774944757189071579357589986911784020739934766743396646617595012544082574224024360357408368266634771570830597401875513962816487615835842219113364075019250752031424118618743599681322620490751471746736907483,122312214385128557517939181562211026578612467894054041753980609094859388022674794381130600416215569971453364133602292935128012151439869628524146125885240856705461020992700582524080393338741403098006699507767681954497901789180149760000000,46472802559566890266423155265597771397041234804673999177711708720121415931497518160898681679882941064682220224038862679566586798561013063897334963587429258775593407925614547369658602819152957408077619515407430527728178499152617640961286787570294443423542165627619261148525672625,233398525209048950364126761403658816544333459669051688264166752003070906265328000,12714354685334113553989777923391836212846766037586917640326284315410633384957044875918525913265608498532577201687958350606556863142174447885084989785770787054532673132191225553378156887562168852037796413832450539170056890985276567552000000000,710261399812889717327980591144226541848655290332078292361544349677249306400850611693337823348649591067684333039267710229436432846093788775350636112021096067396179600025059225049055484798061555120288620244344329964467691198076823978293920443370707719534626054405713364987620166631989126295674582723209782853123778655507509803990674221479139479948955916219002976081415899001553957383590587332259152599881316684504787840599924959676434773887666135798676834195598251115673666537130418397186873486400013615488073301532857850,590871694963836476056820284203318128477575161726767557190997183182155313442013375744016889337383196060083428697557718595710099168455631031048167203299058305929841128717230064482464491532991839304559613459730423630199666344863696041839846323615141237171006388981097379827035449941063941013793620448308261797929494743385199439087854329324936581262601143367332208208466340050952459654225490064065807665805675951544295972027623725928634684777441681034213963529673317424354998332963711156280280707320239312049664000000000000,103950,103950,1,0.062780789637424783
185,5755869662381243746518639865225999859455311412865386068969301671270428362726056516561847353165762884375331841404699028065008977842541394399062687914644211611710415602462723876854460076610958695530997131546367900462394547230726064945675444694118427683590508170493206843018886926690245768056287299438867638886818821333885311894832206393993346439361074830169750562049191021336787269136340275929783139765650327945363952758606732816927870470774502761597114412060605125263444212819791848430719209092136324659134557595376847,3057805359628213937948479539055275664465311697351351043849515227371484700566869859528265010405389249286334103340057323378200303785996740713103653147131021417636525524817514563102009833468535077450167487694192048862447544729503744000000000,1565943493646953452219525687133530974421048389115613561246104724631810765657911107198560531434536132133902935392936775026379090597170952633202127349665881117454692593733891733787739277760070185888550418434366528170658936592997026371971768276907506727322785860115257490456414554645,233398525209048950364126761403658816544333459669051688264166752003070906265328000,12714354685334113553989777923391836212846766037586917640326284315410633384957044875918525913265608498532577201687958350606556863142174447885084989785770787054532673132191225553378156887562168852037796413832450539170056890985276567552000000000,23932906056181211498024504559609707415615184854694275274774356349142441132214942995864161294463242073232629796560738558694307329869287117911302656349090631881491908075040005879960844998548366256017886072969797730122636527385358978044118499038144422308369332972910754053272531841178041903578042591066811642491392659106295126858712314186224334494863349143845822837000536266718361465068902867316038295145574063596823315570286795052786085417480382482720801725347996110845401036904694505774930471405102837932681490481576929826,19909960995418613307213802913521573879824000115977814245587985869885807984394579219552424921784857797666120573755663359570257393582829659578118612950411311820843297034468050389577238798764784640043258274114730594936305608321413168295030139310147630236846790234168490033906173700590195534270305057901166481543314296460144398615107141933790391173535946865426561202844556033255558795919803273776815729708529534597500414359729556146375971660816478415442764221500570102970503786922137395578662670217284311400337879040000000000,4158,4158,1,0.045042105234691668
186,131496783811429652709989726254984820056668466456505616647419465998707920129022971184581282609543578901300041876084697975749631001363528399673445644762925869483968214928253076313789096797078136986595171327832063436899484820796648622322462623742003403905799422342419615734819481227425541244293135482332135074911327428877308202247545310563785219301328581359913202146160346149724456586094850275569646903878417356236913940217428153236514656540939202025076188168666936247711560396197110219368805052083506889072220163926297,2073088379408958601998969179020525874213770642272102402609840832116260813943640582731027125698568982567006171755971066697084951719319824212273663150597302656024763067672891229221701582012566154203503381487587829737252572697968640000000,52768200820540001096778588346937241648354320702682079900346519392418268679138428591392692886301434762228931474248100255133651082720929585653610864969587835454098708377587826578916715186133269928557609416917413399717888405526792266765618559664971934085900807282528212849458389707625,233398525209048950364126761403658816544333459669051688264166752003070906265328000,12714354685334113553989777923391836212846766037586917640326284315410633384957044875918525913265608498532577201687958350606556863142174447885084989785770787054532673132191225553378156887562168852037796413832450539170056890985276567552000000000,806476349954688631553002490608134650648550538201071772179455955943375609547304333423596235308461246580618221828121256920171274412912587851617225811613262503838651260565722529686284220111320068045637515512160436661676385380186885833134779394540893976324463147197176624282434619341862215728312014569917101021184916687675975069794307766953222939236013255909415664422508710953567578465349021482582422943831527566668805041050497735207206214298407172979893515847842753354027385487896686830899849824680751926024379876368175815850,670913621339284178288528918530913984751895717749830140088567830758257438999031206487465140357682634806690188516652375682791850559247399092787379509329939255217724160409986547224600505366997165363096769537566368991352019455462550875159446561610241097943418390584918121099557562129717747334400931447432019334159239733565628415108917557003738644794678057297055861780188073319758304785260798669039374192978934426339674727956123388545410881095419439203400798120173667707880526969943451021657854876940299627924841984000000000000,6133050,6133050,1,0.084027971705332674
187,1178650311022293704911984700113562697166211918983311907731619805641955065169939652071756343984164222383231414823095258270234688348598036764607086184410796609692930739854843012378027732778182542706275003655826005422341107136144248333601556370542253439701480717487239588712487385459833779080694304752336677584435785234918332988798068773279543347024664536412847217610537149611314619477700679355314767810359830334519399556960955321598607626488089866450793280081555650105895015402094010480229181780563524496784149222947921881,551407523867382841269397949665705447690466043784669860366306024607972650921894564832965821548512815445076641585911976346888579371245313899084265321613790747442652143819551806461018166691047309048390858436657582581752835934828544000000000,1778227247529929376129743525075066473061862187369525433478493916801055614788229159159345313238847763246940155996223328875886341299260590117260567328623924481382307722235397248937598336288598205906784249274353620216139899164723405551198973410735512486687089623397146031987936289210085,233398525209048950364126761403658816544333459669051688264166752003070906265328000,12714354685334113553989777923391836212846766037586917640326284315410633384957044875918525913265608498532577201687958350606556863142174447885084989785770787054532673132191225553378156887562168852037796413832450539170056890985276567552000000000,27177318871552048247860543215218528671258514427917205968475689478492199892688468497470557779586858639712549962990930465195071443941973531718310193240144148226299596999572970179412563462399333069721289034296036033028341248345214078076184686791963279812636742383820770436532534133932847278042649278979379111741920335946746922055705869774279710495694714880607431143663765595737692495916822264574847916171276967853348314984405707805420694651562376140622391452120510180141727265141483693653124473496233747846848912782733182732098,22609011936220942066588017005963322595097528496293659998582810274570275749481924913574910156750724440424136143481146138029534763080279775678784614153208152039467074168016298019594628549172025528182700714417524952985540024637987194927232799091204592421057422580295915116832436105672010088013697660957173025575072096225749660869652181066108455622638700192596618087493424959222504934345019523094347481512543087259790125468175751513070395673777988143062822404627916302129822768042270964745497456993273840622522222161920000000000,23058,23058,1,0.053720684811726732
188,96918871594157741850696810426420837871917447191250938981652186975702491264069106401526405612718686164855131064976130079808397523543894857741593354758206096054916883713718511780425476185582182612207240606948541241676569661548628530858391725169170655184397478768256160961513817068149966181015655102281787717738820987441258997700105871555721151645622095523640733356612469522372530174444491486149242277906280425531734606087121014623789001025598684574158366288710230990888324372424013758308910364303335963499701283476995729193,1345434358236414132697330997184321292364737146834594459293786700043453268249422738192436604578371269685987005469625222286408133665838565913765607384737649423760071230919706407764884326726155434078073694585444501499476919680981647360000000,59926761441612595444033691866493458083051559200328282943648761579493724613947358863797369506184215430570120028378356324406709679446703763478852640708560044646477622784750918879785713486838435139197988112963130610301516158832832550688150790019472135927806428417733216843191123308992625,233398525209048950364126761403658816544333459669051688264166752003070906265328000,12714354685334113553989777923391836212846766037586917640326284315410633384957044875918525913265608498532577201687958350606556863142174447885084989785770787054532673132191225553378156887562168852037796413832450539170056890985276567552000000000,915883336564790660489084858529676917889619875957321373376613166920388542445453055494424533040191584257880988564024429254189356597489806405658057202465047607718964551094639936325020749953751625685358423735663714733843583301634539616611801802848662691492556174360020721086305571294017180410597940716562893932631858331319897528266000486201564883051128802698404930219987836986420410148500444544110339526214350021274892027523293588194806059691907569225796561428311682863894665319406930016019202942666524855072177128857609640873850,761930100112066800083214197289232478482007056925882969116206173468941709354979413192194976414820101650673978002732580369068192108549369545995801379272283542291760589880112708242296134971928198855665753982151060872097558666510604026867533054902559868463571054716019140528760883079541753642163011512664822703313170586494543724936487024983277045806777117401913561201572645591934402986898948232103922360883635194705114330903014220240957150891914956415281186580277420918572795137869317193773633523332836635683854882304000000000000,9450,9450,1,0.048690266066424411
189,81658290234628458771947441319503553088699955020597032092575748763967597622067772067579707865327900269763316991271771061059150699901251590396622461479799047391179123751744781868264725236905684319659027160354989127251475689712644174394794102628992631325302115290544685415549104220645511650324132421512008749993714211688872590353705004656789714670382000366845194163303966939321387329783287769816947727283842591760832867488666202139387863886094133528763310068760303471988837129587161200434750597870596116259616067243834778095317,33635858955910353317433274929608032309118428670864861482344667501086331706235568454810915114459281742149675136740630557160203341645964147844140184618441235594001780772992660194122108168153885851951842364636112537486922992024541184000000000,2019634276846254030458290843803897385030129853201996139926000254794302630831846947513780401725938289117379301714838981832194128154002573304220241253439016825804648780663078840214161047165187066708611793982705324747681202255079169911196784770129427827181823223621407851698021102620304645,233398525209048950364126761403658816544333459669051688264166752003070906265328000,12714354685334113553989777923391836212846766037586917640326284315410633384957044875918525913265608498532577201687958350606556863142174447885084989785770787054532673132191225553378156887562168852037796413832450539170056890985276567552000000000,30866833708689557415796132818772343067528582997785678130993633032779751901141617841545129573093946301970533822700729461080358964562673101169923290439364039913865708778159527546204066139550348672831112266614185890101057810711379497921232170793759214640964199579825891087077561395404003403822522055331539307497623972018393839153700491760266512145404396138667483393728899503063484410658082776990806240913292499685594823910715824408688612548943582473872531205991394712411780434983946933764335725995085331946134873418169546120029826,25678346530481544142854179876415533861720107604951458219370529567966484684686050162256740100541704015754736058937230576261390962284737121910801661108529050142131884588090241804837234653073085778900677401377355267764723463518999424921099872481199070117783982953302200735034388016117603100476242992298681519665953139573311525844026991919953961932104586931102664904598397652784916719991465085858977511433952119758249193961272089608214474289882705534081098885692231288880934422371076514172442207322000601850163766161879040000000000,378,378,1,0.031401556590579832
190,6475621559894866145188471479006132182235231770990411941989780814025409487387258976414864293001466026370507624317462395949619743887004832230405064397134898967290939024057514183304794268269752964424950905702214187103212884161178659811842019951124006172928494377597162672700966414792847783615365742544660370906127847721099184213835970212904556367652775828562348098569436059308068199888917178355603666583620624221748570572838368350904614878997305219166967549790805647370943614048891523940230404268818906792009213947839342852857,79143197543318478393960646893195370139102185107917321134928629414320780485260161070143329681080662922705117968801483663906360803872856818456800434396332319044710072407041553397934372160362084357533746740320264794086877628293038080000000,68067976591045861168953880753655784174019079234809933783076467775306042066547531603864707535910736011024864742465515115930220188568877499226011330270510689531678357364679353445978544222558526974615016828555760908685207574149525694817203095362076249888190834380622301190468540730706556625,233398525209048950364126761403658816544333459669051688264166752003070906265328000,12714354685334113553989777923391836212846766037586917640326284315410633384957044875918525913265608498532577201687958350606556863142174447885084989785770787054532673132191225553378156887562168852037796413832450539170056890985276567552000000000,1040308603597110246224527943102335135076089984009609678480658287773182034148763154561047948670685517136422049846600333909306411855447326297814573595399721519095289354214839653547915199197535813734868363001060709158131149840493351698772420505148071591680962621760984183369410254536470996437808506539799688586069438736394583943952748614703116980463418436858541222035179902927841156312154544702827729036658653281223907862526483875572826380310917083459173336873892927250142091596954423320998014445785757376136280220720390429311477050,865440397091576707575075691490048155811161845496297428636126652612202255727183738254071053578453340949835636647895025729002294042036038930069223293882469140424700851176217324682544663103590959144515834843911998793705038148370985645114832275907829411381809432222496348271332011108103615326096498148658500298475316393939825723225158622156855860510616665187530537538582023579436461254180539207827200069849518486422479714320701434982235191029140387620950482899670659374678015350823572607343536505922587045258329221125632000000000000,160650,160650,1,0.06308938612917897
191,5170690936567659285548373739072015824710299836016745067475336497002915849105252309173536639861757849891250514883278546746141994165406467646024690694636331502458703402823181683251295946501583569722276350373627944069491894975749978147328306129849922520876090957702877086003459173906990913566922947839460618547079052642561875864094244753569054808837513451231563445722808429387949102149917028741580710900202944181723165790978183741909747106149584155229035606202635994169436408369001090004614098355547689145751318335869753556940421315919,1874962609431824235842376886536342797550154677610302505934771365483695353538074692838334287276020079455633592357728593447603385746864046822423175298699862005596902257571945121435822463709940678121004286472955152821532348762888254434394112000000,2294198236182633432632063490580211022651953781308674090606783117934233982661438536822587146656665005589415044230692080529231287410491354387013061332600639987365424404916512379185432630847530496130093912734566418908967259350310396207147147997865609026224956748221844714003458799567075308125,44579118314928349519548211428098833959967690796788872458455849632586543096677648000,88591983295653695143552307888842197184244808517086793405417947019104605454674029236611295073791948754278687238902676040399259976539326212359495032863568479764453631670274406987842611410294697041217452535847130970817403479046470022025121792000000000,244315146752821901242160659171152747717561667251791204438209649483387773870223171608449606233468058407361586828234911333755209224315455596274666635321566663491173735783395334533623733472199823669377557555153920357283492037604186467461262464635408839111395297751460942313663445967105320666037109285414514226349485237361048634578453064606137839717572510570691372810402698288580595076583579608039688590034589112586419583623719181805235550765567851334571932393074550724505870295435301502718016147299628312136749791369845855565434907177172750,203247571816810031878187134759133965134284291512567032773747908977260046362263826314211480012070590085631827542107383378461916654097443889140593451347592798020429901678982550043813409957335663177354655226656344179996074909298584967981624334076923412722090865048902084145673374770602030754313069164831366090361401438143363147998800761229910526360976383018815313800614462963668788514503617375281006143459359956317999179871862013797658823867897092761812481572639906235531335584372346618230166887421173219841926162519284689052160000000000000,47250,47250,1,0.056351873994355435
